"ChEMBL ID";"Assay Type";"Description";"Organism";"Compounds";"Activities";"BAO Format ID";"BAO Format";"Confidence Score";"Confidence Label";"Strain";"Source";"Tax ID";"Tissue ChEMBL ID";"Tissue Name";"Cell Type";"Subcellular Fraction";"Document ChEMBL ID";"PubMed ID";"DOI";"Year";"Journal";"Volume";"First Page";"Last Page";"Assay Parameters";"Assay Classification L1";"Assay Classification L2";"Assay Classification L3";"Variant Sequence Accession";"Variant Sequence Mutation"
"CHEMBL2383996";"F";"Antileishmanial activity against Leishmania donovani infected in golden hamster assessed as inhibition of parasite multiplication at 50 mg/kg, ip qd for 5 days measured on day 7";"Leishmania donovani";"2";"2";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5661";"";"";"";"";"CHEMBL2380301";"23582274";"10.1016/j.bmcl.2013.03.055";"2013";"Bioorg Med Chem Lett";"23";"2925";"2928";"standard_type:DOSE standard_relation:= standard_value:50.0 standard_units:mg.kg-1 comments:None | standard_type:ROUTE standard_relation:None standard_value:None standard_units:None comments:None";"";"";"";"";""
"CHEMBL943123";"F";"Growth inhibition of Leishmania braziliensis promastigotes";"Leishmania braziliensis";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5660";"";"";"";"";"CHEMBL1140598";"17112640";"10.1016/j.ejmech.2006.09.019";"2007";"Eur J Med Chem";"42";"125";"137";"";"";"";"";"";""
"CHEMBL920741";"F";"Effect on plasma membrane integrity in Leishmania donovani MHOM/SD/00/1S-2D promastigotes assessed as SYTOX green fluorescence at 40 uM after 14 hrs";"Leishmania donovani";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5661";"";"";"";"";"CHEMBL1147113";"17283192";"10.1128/aac.01415-06";"2007";"Antimicrob Agents Chemother";"51";"1327";"1332";"";"";"";"";"";""
"CHEMBL1655126";"F";"Antileishmanial activity against Leishmania braziliensis PER005cl amastigotes infected in Swiss mouse primary peritoneal mouse macrophages assessed as reduction of total parasite burden after 5 days";"Leishmania braziliensis";"3";"3";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"PER005cl";"Scientific Literature";"5660";"";"";"";"";"CHEMBL1649271";"19752271";"10.1128/aac.00866-09";"2009";"Antimicrob Agents Chemother";"53";"5197";"5203";"";"";"";"";"";""
"CHEMBL3737585";"F";"Antiparasitic activity against Leishmania major amastigotes";"Leishmania major";"36";"36";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5664";"";"";"";"";"CHEMBL3734677";"25685309";"10.1039/c4md00441h";"2015";"Medchemcomm";"6";"339";"346";"";"";"";"";"";""
"CHEMBL3602339";"F";"Anti-leishmanial activity against Leishmania amazonensis MPRO/BR/1972/M1841-LV-79 amastigotes infected in BALB/c mouse peritoneal macrophages assessed as reduction in the infection index incubated for 24 hrs by Giemsa staining method";"Leishmania amazonensis";"10";"10";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MPRO/BR/1972/M1841-LV-79";"Scientific Literature";"5659";"";"";"";"";"CHEMBL3600370";"26055530";"10.1016/j.bmcl.2015.05.072";"2015";"Bioorg Med Chem Lett";"25";"3342";"3345";"";"";"";"";"";""
"CHEMBL3602343";"F";"Anti-leishmanial activity against Leishmania infantum MHOM/BR/72 amastigotes infected in BALB/c mouse peritoneal macrophages assessed as reduction in the infection index incubated for 24 hrs by Giemsa staining method";"Leishmania infantum";"10";"10";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MHOM/BR/72";"Scientific Literature";"5671";"";"";"";"";"CHEMBL3600370";"26055530";"10.1016/j.bmcl.2015.05.072";"2015";"Bioorg Med Chem Lett";"25";"3342";"3345";"";"";"";"";"";""
"CHEMBL1015501";"F";"Antileishmanial activity against Leishmania donovani PP75 promastigotes assessed as total lysis of parasites at 25 ug/ml after 24 hrs at 28 degC";"Leishmania donovani";"2";"2";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5661";"";"";"";"";"CHEMBL1159227";"7769398";"10.1021/np50116a031";"1995";"J Nat Prod";"58";"324";"328";"";"";"";"";"";""
"CHEMBL911581";"F";"Growth inhibition of Leishmania donovani amastigotes S1 LV patient isolate in J774A.1 cells after 5 days";"Leishmania donovani";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5661";"";"";"";"";"CHEMBL1142176";"17101681";"10.1128/aac.01055-06";"2007";"Antimicrob Agents Chemother";"51";"528";"534";"";"";"";"";"";""
"CHEMBL1281891";"F";"Antileishmanial activity against Leishmania mexicana MHOM/MX/00/Tab3 promastigotes at 100 ug/ml after 48 hrs by hemocytometer";"Leishmania mexicana";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MHOM/MX/00/Tab3";"Scientific Literature";"5665";"";"";"";"";"CHEMBL1275525";"18694950";"10.1128/aac.00124-08";"2008";"Antimicrob Agents Chemother";"52";"3642";"3647";"";"";"";"";"";""
"CHEMBL1282043";"F";"Antileishmanial activity against Leishmania mexicana infected in BALB/c mouse macrophage assessed as growth inhibition at 0.01 ug/ml after 12 days by hemocytometer";"Leishmania mexicana";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5665";"";"";"";"";"CHEMBL1275525";"18694950";"10.1128/aac.00124-08";"2008";"Antimicrob Agents Chemother";"52";"3642";"3647";"";"";"";"";"";""
"CHEMBL711912";"F";"In vitro evaluation of leishmanicidal activity against Leishmania donovani (PP75) at a dose 50 ug/mL; +++=total lysis of parasites";"Leishmania donovani";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5661";"";"";"";"";"CHEMBL1132138";"10509921";"10.1016/s0960-894x(99)00453-9";"1999";"Bioorg Med Chem Lett";"9";"2711";"2714";"";"";"";"";"";""
"CHEMBL2318036";"F";"Antiprotozoal activity against amastigote/ axenic stage of Leishmania donovani MHOM-ET-67/L82 after 72 hrs by Alamar blue assay";"Leishmania donovani";"26";"26";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MHOM-ET-67/L82";"Scientific Literature";"5661";"";"";"";"";"CHEMBL2311501";"23265884";"10.1016/j.bmcl.2012.11.072";"2013";"Bioorg Med Chem Lett";"23";"452";"454";"";"";"";"";"";""
"CHEMBL956910";"F";"Antileishmanial activity against Leishmania donovani MHOM/IN/1983/AG83 promastigotes assessed as induction of kinetoplast enlargement at 2 ug/ml after 2 hrs by transmission electron microscopy";"Leishmania donovani";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MHOM/IN/1983/AG83";"Scientific Literature";"5661";"";"";"";"";"CHEMBL1153864";"18538452";"10.1016/j.ejmech.2008.04.014";"2009";"Eur J Med Chem";"44";"845";"853";"";"";"";"";"";""
"CHEMBL1011353";"F";"Antiprotozoal activity against promastigotes form of Leishmania amazonensis LV79 assessed as less mobile parasites at 100 ug/ml after 24 hrs";"Leishmania amazonensis";"2";"2";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5659";"";"";"";"";"CHEMBL1148039";"7964785";"10.1021/np50109a003";"1994";"J Nat Prod";"57";"890";"895";"";"";"";"";"";""
"CHEMBL917125";"F";"Growth inhibition of Leishmania donovani MHOM/SD/00-1S after 72 hrs by amastigote assay";"Leishmania donovani";"2";"2";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MHOM/SD/00-1S";"Scientific Literature";"5661";"";"";"";"";"CHEMBL1142969";"17328572";"10.1021/np0605790";"2007";"J Nat Prod";"70";"397";"401";"";"";"";"";"";""
"CHEMBL920747";"F";"Effect on mitochondrial function in Leishmania donovani MHOM/SD/00/1S-2D promastigotes assessed as decrease in oxygen consumption at 20 uM after 14 hrs relative to control";"Leishmania donovani";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5661";"";"";"";"";"CHEMBL1147113";"17283192";"10.1128/aac.01415-06";"2007";"Antimicrob Agents Chemother";"51";"1327";"1332";"";"";"";"";"";""
"CHEMBL3873431";"F";"Antileishmanial activity against Leishmania tropica MHOM/MA/1988/LEM1314 promastigotes infected in Syrian hamster assessed as reduction in parasite load in foodpad skin at 2 mg/kg administered intralesionally once daily on footpad for 3 weeks starting at week 7 post infection measured 1 week post last dose by qPCR analysis relative to control";"Leishmania tropica";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MHOM/MA/1988/LEM1314";"Scientific Literature";"5666";"";"";"";"";"CHEMBL3872233";"27616730";"10.1021/acs.jnatprod.6b00740";"2016";"J Nat Prod";"79";"2403";"2407";"";"";"";"";"";""
"CHEMBL3869073";"F";"Selectivity index, ratio of CC50 for mouse NCTC-929 cells to IC50 for Leishmania infantum MHOM/BR/1972/LD amastigote forms infected in BALB/c mouse macrophages";"";"20";"20";"BAO_0000219";"cell-based format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"";"";"";"NCTC-929";"";"CHEMBL3868592";"27586460";"10.1021/acs.jnatprod.6b00256";"2016";"J Nat Prod";"79";"2202";"2210";"";"";"";"";"";""
"CHEMBL1281936";"F";"Induction of apoptosis in Leishmania infantum promastigotes cells harboring with plasmid pX63 carrying Bcl-XL gene at 40 uM after 24 hrs by TUNEL assay";"Leishmania infantum";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5671";"";"";"";"";"CHEMBL1275508";"18644968";"10.1128/aac.01665-07";"2008";"Antimicrob Agents Chemother";"52";"3779";"3782";"";"";"";"";"";""
"CHEMBL1071062";"F";"Antiparasitic activity against Leishmania amazonensis assessed as survival index at 68 uM";"Leishmania amazonensis";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5659";"";"";"";"";"CHEMBL1156921";"20116263";"10.1016/j.bmc.2010.01.003";"2010";"Bioorg Med Chem";"18";"1573";"1582";"";"";"";"";"";""
"CHEMBL708285";"F";"Tested in vitro for leishmanicidal activity against Leishmania brasiliensis (2903) at the concentration of 50 ug/mL; + indicates Less than 70% lysis of parasites";"Leishmania braziliensis";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5660";"";"";"";"";"CHEMBL1135076";"11844694";"10.1016/s0960-894x(01)00837-x";"2002";"Bioorg Med Chem Lett";"12";"659";"662";"";"";"";"";"";""
"CHEMBL879636";"F";"Compound was tested for its ability to inhibit the growth of Leishmania major at a dose of 1 ug/ml";"Leishmania major";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5664";"";"";"";"";"CHEMBL1128838";"None";"10.1016/0960-894X(95)00053-V";"1995";"Bioorg Med Chem Lett";"5";"449";"452";"";"";"";"";"";""
"CHEMBL1038862";"F";"ST_JUDE: Cytotoxicity using Alamar Blue to measure viability of Leishmania major";"Leishmania major";"172";"172";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"St Jude Malaria Screening";"5664";"";"";"";"";"CHEMBL1154198";"20485428";"10.1038/nature09099";"2010";"Nature";"465";"311";"315";"";"";"";"";"";""
"CHEMBL3737586";"F";"Antiparasitic activity against Leishmania major promastigotes";"Leishmania major";"36";"36";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5664";"";"";"";"";"CHEMBL3734677";"25685309";"10.1039/c4md00441h";"2015";"Medchemcomm";"6";"339";"346";"";"";"";"";"";""
"CHEMBL707482";"F";"In vitro evaluation of leishmanicidal activity against Leishmania brasiliensis (2903) at a dose 25 ug/mL; +++= total prevention of parasites";"Leishmania braziliensis";"3";"3";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5660";"";"";"";"";"CHEMBL1132138";"10509921";"10.1016/s0960-894x(99)00453-9";"1999";"Bioorg Med Chem Lett";"9";"2711";"2714";"";"";"";"";"";""
"CHEMBL2445061";"F";"Antileishmanial activity against promastigote form of Leishmania chagasi assessed as marked swelling of vacuoles at 256 uM after 24 hrs by transmission electron microscopic analysis";"Leishmania chagasi";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"44271";"";"";"";"";"CHEMBL2440106";"23977960";"10.1021/jm400939k";"2013";"J Med Chem";"56";"7372";"7381";"";"";"";"";"";""
"CHEMBL3124636";"F";"Antileishmanial activity against Leishmania donovani MHOM-ET-67/L82";"Leishmania donovani";"2";"2";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MHOM-ET-67/L82";"Scientific Literature";"5661";"";"";"";"";"CHEMBL3120140";"24392715";"10.1021/np400814w";"2014";"J Nat Prod";"77";"557";"562";"";"";"";"";"";""
"CHEMBL703314";"F";"In vitro inhibitory affect against Leishmania donovani; No data";"Leishmania donovani";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5661";"";"";"";"";"CHEMBL1132889";"10866368";"10.1016/s0960-894x(00)00154-2";"2000";"Bioorg Med Chem Lett";"10";"1147";"1150";"";"";"";"";"";""
"CHEMBL874343";"F";"In-vitro antileishmanial activity was tested against extracellular promastigotes of Leishmania donovani at dose of 5 ug/mL";"Leishmania donovani";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5661";"";"";"";"";"CHEMBL1137113";"15225696";"10.1016/j.bmcl.2004.05.071";"2004";"Bioorg Med Chem Lett";"14";"3913";"3916";"";"";"";"";"";""
"CHEMBL1647569";"F";"Antileishmanial activity against Leishmania amazonensis MHOM/BR/76/LTB-012 axenic amastigotes after 72 hrs by MTT assay";"Leishmania amazonensis";"12";"12";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MHOM/BR/76/LTB-012";"Scientific Literature";"5659";"";"";"";"";"CHEMBL1641391";"20954722";"10.1021/np1005357";"2010";"J Nat Prod";"73";"1884";"1890";"";"";"";"";"";""
"CHEMBL709201";"F";"In vitro anti protozoal activity against Leishmania amazonensis strain MHOM/ET/L82/LV9 was determined; ND = Not determined";"Leishmania amazonensis";"4";"4";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5659";"";"";"";"";"CHEMBL1149205";"15203133";"10.1016/j.bmcl.2004.05.026";"2004";"Bioorg Med Chem Lett";"14";"3635";"3638";"";"";"";"";"";""
"CHEMBL712531";"F";"In vitro inhibition of compound against Leishmania donovani was determined";"Leishmania donovani";"5";"5";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5661";"";"";"";"";"CHEMBL1134037";"11327604";"10.1016/s0960-894x(01)00089-0";"2001";"Bioorg Med Chem Lett";"11";"977";"980";"";"";"";"";"";""
"CHEMBL4179520";"F";"Antileishmanial activity against Leishmania amazonensis MHOM/BR/77/LTB0016 promastigotes after 24 hrs";"Leishmania amazonensis";"2";"2";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MHOM/BR/77/LTB0016";"Scientific Literature";"5659";"";"";"";"";"CHEMBL4177593";"28988624";"10.1016/j.bmc.2017.09.035";"2017";"Bioorg Med Chem";"25";"5891";"5903";"";"";"";"";"";""
"CHEMBL3074959";"F";"Antileishmanial activity against promastigote form of Leishmania donovani MHOH/IN/1983/AG83 infected BALB/c mouse assessed as liver weight at 250 mg/kg, ip administered 1 month post-infection 2 times per week for 30 days (Rvb = 1,746 +/- 56 mg)";"Leishmania donovani";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MHOH/IN/1983/AG83";"Scientific Literature";"5661";"CHEMBL3559723";"Liver";"";"";"CHEMBL3046404";"None";"10.1007/s00044-012-0355-9";"2013";"Med Chem Res";"22";"3452";"3458";"standard_type:DOSE standard_relation:= standard_value:250.0 standard_units:mg.kg-1 comments:None | standard_type:ROUTE standard_relation:None standard_value:None standard_units:None comments:None";"";"";"";"";""
"CHEMBL4398205";"F";"Antileishmanial activity against Leishmania donovani MHOM/IN/80/Dd8 promastigotes harboring luciferase reporter gene after 48 hrs by Steady-Glo luminescence assay";"Leishmania donovani";"2";"4";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MHOM/IN/80/Dd8";"Scientific Literature";"5661";"";"";"";"";"CHEMBL4396890";"31124675";"10.1021/acs.jmedchem.9b00628";"2019";"J Med Chem";"62";"5655";"5671";"";"";"";"";"";""
"CHEMBL704875";"F";"In vitro antiparasitic activity against Leishmania donovani was tested by sigmoidal regression analysis; at 3 uM value is T/";"Leishmania donovani";"1";"1";"BAO_0000019";"assay format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"5661";"";"";"";"";"CHEMBL1134791";"11170645";"10.1021/jm001079l";"2001";"J Med Chem";"44";"548";"565";"";"";"";"";"";""
"CHEMBL952456";"F";"Antileishmanial activity against Leishmania donovani";"Leishmania donovani";"1";"2";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5661";"";"";"";"";"CHEMBL1157508";"18543965";"10.1021/np700718p";"2008";"J Nat Prod";"71";"941";"945";"";"";"";"";"";""
"CHEMBL3832790";"F";"AntiLeishmania activity L. donovani (axenic) IC50 (uM)";"Leishmania donovani";"14";"14";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"MMV Pathogen Box";"5661";"";"";"";"";"CHEMBL3832761";"None";"10.6019/CHEMBL3832761";"None";"None";"None";"None";"None";"";"";"";"";"";""
"CHEMBL3832792";"F";"AntiLeishmania activity Toxicity on infected PMM (uM)";"Leishmania";"14";"15";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"MMV Pathogen Box";"5658";"";"";"";"";"CHEMBL3832761";"None";"10.6019/CHEMBL3832761";"None";"None";"None";"None";"None";"";"";"";"";"";""
